Ciorba de miel cu leustean,LUNCH;GLUTEN_FREE,1 kg oase de miel/berbecut +pulpa;1 morcov mare;1 ceapa medie;1 felie generoasa de telina;1 radacina patrunjel;1 fir frunze de telina;1/2 ardei rosu (kapia);1 rosie medie coapta;1 lingurita boabe piper;2 linguri otet de pe ardei iuti murati;suc de lamaie dupa gust;4 linguri ulei;2 linguri orez;4 fire bogate de leustean;sare,7,1523,1848,https://www.e-retete.ro/imagini/retete/ciorba-de-miel-cu-leustean.jpg,https://www.e-retete.ro/retete/ciorba-de-miel-cu-leustean,64fb2410-da62-4d47-b64b-724843bb33a6
Chec cu banane si scortisoara,DESSERT,250 gr faina alba;3/4 lingurita praf de copt;1/4 lingurita bicarbonat de sodiu;2 oua;200 gr zahar;1/2 pastaie de vanilie (sau 1/2 lingurita pasta de vanilie);225 gr unt topit;3 banane foarte coapte;Amestec cu scortisoara;2 linguri unt topit (retinute din untul de mai sus);1 lingurita scortisoara;3 linguri zahar brun;1/2 lingurita cacao,0,1227,3508,https://www.e-retete.ro/imagini/retete/chec-cu-banane-si-scortisoara.jpg,https://www.e-retete.ro/retete/chec-cu-banane-si-scortisoara,aeaa84ec-9542-4428-a877-c83bf405d29d
Prajitura cu branza si afine,DESSERT,100 gr faina alba tip 550; 100 gr faina alba tip 480;1 plic praf de copt;1/4 lingurita sare;200 gr zahar;2 oua;125 ml ulei;225 gr iaurt; 500 gr branza de vaca (cremoasa);1 lingurita esenta vanilie (sau 1/4 lingurita scortisoara macinata);coaja rasa de la 1/2 lamaie;225 gr afine (sau coacaze rosie/neagra),0,1883,3153,https://www.e-retete.ro/imagini/retete/prajitura-cu-branza-si-afine.jpg,https://www.e-retete.ro/retete/prajitura-cu-branza-si-afine,ccdec699-2b22-466e-a9a1-e47f3e566059
Ghiveci de legume cu jumari de oua,BREAKFAST;GLUTEN_FREE,1 ceapa mare;2 ardei medii;3 rosii mari coapte;4 oua;sare;piper;putin chili;ulei masline,0,1195,820,https://www.e-retete.ro/imagini/retete/ghiveci-de-legume-cu-jumari-de-oua.jpg,https://www.e-retete.ro/retete/ghiveci-de-legume-cu-jumari-de-oua,7b5c3d57-c129-4ef3-a07c-12f34bf1a7f9
Ciocolata fierbinte cu chili,DRINKS,80 gr ciocolata cu alune de padure;1/4 lingurita chili pudra;1 varf de cutit cuisoare macinate;1 varf de cutit scortisoara macinata;1 pliculet zahar vanilat;3 lingurite amidon (optional);350 ml lapte,0,490,756,https://www.e-retete.ro/imagini/retete/ciocolata-fierbinte-cu-chili.jpg,https://www.e-retete.ro/retete/ciocolata-fierbinte-cu-chili,3799dfbb-63fe-4692-8c7b-fc73d16f390d
Paste cu pancetta ricotta si pecorino,DINNER,200 gr paste;100 gr pancetta;100 gr ricotta;20 gr pecorino razuit fin;20 gr unt;1/4 lingurita fulgi de chili;putin ulei de masline;sare;piper negru,0,463,1042,https://www.e-retete.ro/imagini/retete/paste-cu-pancetta-ricotta-si-pecorino.jpg,https://www.e-retete.ro/retete/paste-cu-pancetta-ricotta-si-pecorino,53b3fb66-cf47-4838-8385-48f64f1eec17
Carnati in sos de ardei si ceapa,LUNCH;GLUTEN_FREE,250 gr carnati proaspeti (4 subtiri sau 2 grosi);2 ardei colorati (1 ardei kapia rosu + 1/2 ardei gras verde deschis + 1/2 ardei gras galben);2 ardei semi-iuti bulgaresti;1 ceapa medie (cca 150 gr);1 rosie mica (cca 100 gr);1 lingura rasa pasta de rosii;50 ml vin alb sec;1 lingurita oregano uscat;4 linguri ulei masline;sare;piper negru,2,878,1196,https://www.e-retete.ro/imagini/retete/carnati-in-sos-de-ardei-si-ceapa.jpg,https://www.e-retete.ro/retete/carnati-in-sos-de-ardei-si-ceapa,d3d7b526-e138-46ff-8710-aec3a0011317
Brownie cu ciocolata,DESSERT,120 gr ciocolata neagra (70% cacao);60 gr unt gras;2 oua;150 gr zahar;30 gr faina;10 gr cacao;1 priza sare;100 gr fructe uscate (50 gr stafide brune + 50 gr smochine uscate),0,570,2032,https://www.e-retete.ro/imagini/retete/brownie-cu-ciocolata.jpg,https://www.e-retete.ro/retete/brownie-cu-ciocolata,f2b9595a-4851-4680-b60c-d343e993469a
Pastai scazute cu cartofi si rosii,LOW_CALORIES;GLUTEN_FREE;LUNCH,700 gr pastai galbene;2 cartofi;1 ceapa mare;3 catei usturoi;2 rosii mari;1/4 legaturica patrunjel;4 fire marar;1/2 lingurita oregano;4 linguri ulei;sare;piper,0,1694,881,https://www.e-retete.ro/imagini/retete/pastai-scazute-cu-cartofi-si-rosii.jpg,https://www.e-retete.ro/retete/pastai-scazute-cu-cartofi-si-rosii,e4aeeb18-7c71-4e40-8688-a4ff62e06443
Salata mediteraneana,LOW_CALORIES;GLUTEN_FREE;BREAKFAST,200 gr feta;7 rosii uscate in ulei de masline;10 masline negre;3 fire marar;3 fire patrunjel;2 cepe verzi;3-4 linguri ulei masline;piper,3,500,1430,https://www.e-retete.ro/imagini/retete/salata-mediteraneana.jpg,https://www.e-retete.ro/retete/salata-mediteraneana,889812eb-e6dc-4ea4-a1eb-e22754c9bbf3
Tortilla spaniola cu peste,BREAKFAST;GLUTEN_FREE,1 pastrav (file intreg cca 165 gr puteti folosi si fileuri de biban dorada);1 ceapa mai mica;2 ardei bulgaresti (sau alt tip de ardei verde-deschis);2 cartofi fainosi;6 oua;sare;piper negru;ulei de masline,2,1032,1335,https://www.e-retete.ro/imagini/retete/tortilla-spaniola-cu-cod.jpg,https://www.e-retete.ro/retete/tortilla-spaniola-cu-peste,3760f72a-bdb9-48fd-8379-6da32c573947
Linte verde cu ciuperci la cuptor,LUNCH;GLUTEN_FREE,150 gr linte verde;500 gr ciuperci champignon;1 ardei rosu (kapia);1 ceapa medie;3 fire marar;1 lingurita oregano uscat;1 foaie de dafin;1 lingura rasa pasta de rosii;3 -4 linguri ulei;sare;piper negru,4,827,1023,https://www.e-retete.ro/imagini/retete/linte-verde-cu-ciuperci-la-cuptor.jpg,https://www.e-retete.ro/retete/linte-verde-cu-ciuperci-la-cuptor,e02c75d6-458d-4942-b828-599d401235b1
Suc de mere fiert,DRINKS,1 l suc de mere;1 baton scortisoara (cca 8 cm);15 cuisoare;8 pastai cardamom verde (strivite cu latul cutitului ca sa expuneti semintele din pastaie);2 felii ghimbir;1 lingurita boabe de piper negru;2 lingurite cu varf ceai rooibos cu vanilie,4,1057,540,https://www.e-retete.ro/imagini/retete/suc-de-mere-fiert.jpg,https://www.e-retete.ro/retete/suc-de-mere-fiert,ea83fa55-1412-4f4e-8ba8-d1ea906714b3
Cobbler cu caise,DESSERT,1.2 kg caise ( nu foarte moi);50 gr zahar;coaja rasa de la 1 lamaie bio mica;120 gr unt la temp. camerei;100 gr zahar;1 plic zahar vanilat;200 gr faina alba;1 lingurite praf de copt;180 ml lapte;50 gr zahar;50 ml apa fierbinte,6,1913,2907,https://www.e-retete.ro/imagini/retete/cobbler-cu-caise.jpg,https://www.e-retete.ro/retete/cobbler-cu-caise,5d0eab09-ffef-46a6-8e3f-1af9c089c97a
Biscuiti integrali,DESSERT;LOW_CALORIES,120 gr fulgi de ovaz;30 gr nuca de cocos;1 lingura faina de grau integrala;2 linguri bune pudra de roscove;1 lingura zaharoza sau alt inlocuitor de zahar (sau 3 linguri zahar brun);1 priza sare;140 ml apa,0,245,490,https://www.e-retete.ro/imagini/retete/biscuiti-integrali.jpg,https://www.e-retete.ro/retete/biscuiti-integrali,1d5f4cec-378f-4670-867b-cd2807b6dc7a
Salata de dovlecei cu iaurt,BREAKFAST;GLUTEN_FREE,250 gr dovlecei;150 gr iaurt grecesc;2 fire marar;4 frunze mari menta;4 frunze mari busuioc;1 catel mare de usturoi;1 lingura ulei masline extravirgin;sare;piper negru,2,413,378,https://www.e-retete.ro/imagini/retete/salata-de-dovlecei-cu-iaurt.jpg,https://www.e-retete.ro/retete/salata-de-dovlecei-cu-iaurt,c0946308-0de4-4236-b5ed-ab577020e81b
Chiftele de cartofi si bulgur,DINNER;LOW_CALORIES,400 gr cartofi fainosi;100 gr bulgur fin;1/2 ceapa;1 lingura pasta de ardei;1/2 lingurita condiment turcesc;1 manunchi ceapa mica (cca 10 gr);1/4 legatura patrunjel;10 frunze menta;2 linguri ulei; sare;frunze de salata verde pentru servit,25,673,936,https://www.e-retete.ro/imagini/retete/chiftele-de-cartofi-si-bulgur.jpg,https://www.e-retete.ro/retete/chiftele-de-cartofi-si-bulgur,c061dda9-2391-4dea-998d-6191e805c565
Limonada cu capsuni,DRINKS,300 gr capsuni;12 frunze mari de busuioc;coaja rasa de la 1 lamaie;150 ml suc de lamaie (de la 2 lamai mari);650 ml apa minerala carbogazoasa (rece de la frigider);Sirop simplu;150 gr zahar;150 ml apa,4,1405,717,https://www.e-retete.ro/imagini/retete/limonada-cu-capsuni.jpg,https://www.e-retete.ro/retete/limonada-cu-capsuni,12947806-141c-4419-82ae-6de0f90edea4
Stollen cozonacel nemtesc cu fructe uscate,DESSERT,250 gr faina alba (tip BL55);140 gr lapte caldut;1/2 plic drojdie (cca 5 gr);1 galbenus de ou;50 gr unt (la temp. camerei);1 lingura cu varf coaja de lamaie si portocala conservata in zahar (cca 20 gr);1/2 lingurita sare;150 gr fructe uscate;Martipan;75 gr migdale (albe fara pielite);75 gr zahar;10 gr apa;coaja rasa de la 1/2 lamaie;1/2 ou,0,836,2151,https://www.e-retete.ro/imagini/retete/stollen-cozonacel-nemtesc-cu-fructe-uscate.jpg,https://www.e-retete.ro/retete/stollen-cozonacel-nemtesc-cu-fructe-uscate,fe6cbb0e-c666-46d1-8b40-e368589f77ca
Dovlecei la cuptor cu rosii si parmezan,DINNER;GLUTEN_FREE;LOW_CALORIES,2 dovlecei medii (cca 750 gr);5 fire patrunjel;1 conserva de rosii (de 400 gr);3 fileuri ansoa in ulei;3 catei usturoi;1/2 lingurita oregano uscat;30 gr parmezan razuit;3 linguri ulei masline;sare;piper negru,3,1219,973,https://www.e-retete.ro/imagini/retete/dovlecei-la-cuptor-cu-rosii-si-parmezan.jpg,https://www.e-retete.ro/retete/dovlecei-la-cuptor-cu-rosii-si-parmezan,20eaee7c-33f3-40e6-8809-627bdced5a23
Menemen,BREAKFAST;GLUTEN_FREE;LOW_CALORIES,4 oua;1 ceapa mica (cca 50 gr);2 ardei semi-iuti bulgaresti;1 rosie medie (cca 150 gr. 5 linguri pulpa de rosii);2 linguri ulei (poate fi ulei de masline cu gust mai neutru);sare;piper;pul biber;patrunjel,2,711,720,https://www.e-retete.ro/imagini/retete/menemen.jpg,https://www.e-retete.ro/retete/menemen,58d7c9c0-66b3-4e35-ba48-c6b7f5db342e
Fajitas cu carne tocata,LUNCH,200 gr carne tocata de vita (sau mix vita-porc);1/2 ardei verde;1/2 ardei rosu;1/2 ceapa medie;2 lingurite condiment adobo;aprox. 3 linguri sos adobo;aprox. 2 linguri smantana acra (fermentata);2 lipii libaneze (sau tortilla wraps);1 lingura ulei,2,659,1152,https://www.e-retete.ro/imagini/retete/fajita-cu-carne-tocata.jpg,https://www.e-retete.ro/retete/fajitas-cu-carne-tocata,ed8136e8-28d8-4ee3-aa1d-37016dea845c
Cornulete cu mac,DESSERT,225 gr faina alba tip 550;45 gr faina tip 480 (sau 000);150 gr smantana acra (fermentata. 25%);180 gr unt rece (82%);1 ou mic;1/8 lingurita sare;zahar pudra vanilat;Umplutura de mac;150 gr mac;25 gr gris;100 gr zahar;1 plic zahar vanilat;150 ml lapte,60,1158,4403,https://www.e-retete.ro/imagini/retete/cornulete-cu-mac.jpg,https://www.e-retete.ro/retete/cornulete-cu-mac,fc9a3821-fea2-44a5-954b-54f263e1a888
Supa de linte cu spanac si lapte de cocos,LUNCH;GLUTEN_FREE,350 gr linte verde;1 ceapa mica (cca 75 gr);1 ardei rosu mare (kapia sau gras);1/2 legatura patrunjel;4 catei usturoi;3 lingurite Garam Masala;1 lingurita cimbru uscat sfaramat;1 lingurita boia dulce;1/2 lingurita turmeric;1/4 lingurita fulgi de chili;150 ml lapte de cocos;100 gr spanac;15 frunze busuioc;1-2 fire marar;3 linguri ulei;sare;piper negru,6,978,12000,https://www.e-retete.ro/imagini/retete/supa-de-linte-cu-spanac-si-lapte-de-cocos.jpg,https://www.e-retete.ro/retete/supa-de-linte-cu-spanac-si-lapte-de-cocos,14103653-edeb-48aa-a663-4a76e4f625ab
Pui Peperoncino cu paste si crema de avocado,DINNER,1/2 piept de pui (un lob. aprox 400 gr);100 gr paste scurte (rigatoni);2 linguri ulei picant facut in casa;1/2 din piureul care a ramas in sita la prepararea uleiului picant;sare;piper negru;Piure de avocado;1/2 avocado;1 lingura suc de lamaie;2 linguri apa;sare;1/4 ceapa rosie;cateva rosii cherry,2,955,1707,https://www.e-retete.ro/imagini/retete/pui-peperoncino-cu-paste-si-crema-de-avocado.jpg,https://www.e-retete.ro/retete/pui-peperoncino-cu-paste-si-crema-de-avocado,da7014e0-0ed6-4699-90af-fbbddfe24c60
Biscuiti cu salvie si lamaie,DESSERT,115 gr unt gras sarat (82% grasime);130 -150 gr faina alba (tip BL55/550);50 gr zahar pudra;1 lingura frunze de salvie (tocate cat mai marunt);coaja rasa de la 1/2 lamaie bio,20,348,1488,https://www.e-retete.ro/imagini/retete/biscuiti-cu-salvie-si-lamaie.jpg,https://www.e-retete.ro/retete/biscuiti-cu-salvie-si-lamaie,29cabbdd-7c6c-45c5-9a8e-8be0ea27db6c
Prosciutto cu salsa de apio si ceapa rosie,BREAKFAST;GLUTEN_FREE;LOW_CALORIES,prosciutto din Parma;Salsa;3 tulpini de apio (mai subtiri);1 ceapa rosie mica;2-3 linguri suc de lamaie;3 frunze telina;5 fire patrunjel;1 lingura ulei masline extravirgin;sare,0,519,605,https://www.e-retete.ro/imagini/retete/prosciutto-cu-salsa-de-apio-si-ceapa-rosie.jpg,https://www.e-retete.ro/retete/prosciutto-cu-salsa-de-apio-si-ceapa-rosie,ecd3b872-2c94-46f3-b363-119549fbe3fd
Caipirinha,DRINKS,1 lime;25 gr zahar brun;cuburi de gheata;60 ml pitu cachaca (o bautura specifica Braziliei. un fel de rom obtinut din trestie de zahar),1,192,353,https://www.e-retete.ro/imagini/retete/caipirinha.jpg,https://www.e-retete.ro/retete/caipirinha,29b16bf8-0b46-4af0-9e4c-a8a1e04b68f6
Prajitura cu mure si mousse de iaurt,DESSERT,Blat cacao;75 gr faina alba;25 gr cacao;50 gr zahar pudra;3.5 gr praf copt;1 ou mic;50 ml lapte;40 ml ulei;1 priza sare;2 albusuri de ou;30 gr zahar tos fin;Mousse de iaurt;2 galbenusuri de ou;1 ou intreg mic;70 gr zahar;1 plic zahar vanilat bourbon;1 lingura apa;6 gr gelatina granulata;300 gr iaurt grecesc (10%);200 ml smantana pentru frisca (minim 32% grasime);500 gr sos de mure,10,1618,2532,https://www.e-retete.ro/imagini/retete/prajitura-cu-mure-si-mousse-de-iaurt.jpg,https://www.e-retete.ro/retete/prajitura-cu-mure-si-mousse-de-iaurt,48d54a24-e0c6-49ae-93a2-567eb6f6f690
Saramura de pui,LUNCH;GLUTEN_FREE;LOW_CALORIES,500 gr carne de pui (pulpe dezosate);4-6 catei usturoi;2 ardei grasi copti;1 ardei iute copt (sau 6 rasnite fulgi chili);3 rosii din conserva (sau coapte pe gratar);1 ceapa mica;1 lingurita cimbru uscat;1 lingurita rasa sare;1/4 lingurita piper;1/4 legatura patrunjel;4 linguri ulei,5,1661,2000,https://www.e-retete.ro/imagini/retete/saramura-de-pui.jpg,https://www.e-retete.ro/retete/saramura-de-pui,8957469e-5723-49f8-ada6-487a858f126d
